,TS代码,股票代码,股票名称,行业
2163,300719.SZ,300719,安达维尔,航空
2164,300720.SZ,300720,海川智能,电器仪表
2165,300721.SZ,300721,怡达股份,化工原料
2166,300722.SZ,300722,新余国科,专用机械
2167,300723.SZ,300723,一品红,化学制药
2168,300724.SZ,300724,捷佳伟创,专用机械
2169,300725.SZ,300725,药石科技,化学制药
2170,300726.SZ,300726,宏达电子,元器件
2171,300727.SZ,300727,润禾材料,化工原料
2172,300729.SZ,300729,乐歌股份,家居用品
2173,300730.SZ,300730,科创信息,软件服务
2174,300731.SZ,300731,科创新源,橡胶
2175,300732.SZ,300732,设研院,建筑工程
2176,300733.SZ,300733,西菱动力,汽车配件
2177,300735.SZ,300735,光弘科技,通信设备
2178,300736.SZ,300736,百邦科技,通信设备
2179,300737.SZ,300737,科顺股份,其他建材
2180,300738.SZ,300738,奥飞数据,电信运营
2181,300739.SZ,300739,明阳电路,元器件
2182,300740.SZ,300740,水羊股份,日用化工
2183,300741.SZ,300741,华宝股份,食品
2184,300742.SZ,300742,越博动力,汽车配件
2185,300743.SZ,300743,天地数码,IT设备
2186,300745.SZ,300745,欣锐科技,汽车配件
2187,300746.SZ,300746,汉嘉设计,建筑工程
2188,300747.SZ,300747,锐科激光,元器件
2189,300748.SZ,300748,金力永磁,元器件
2190,300749.SZ,300749,顶固集创,家居用品
2191,300750.SZ,300750,宁德时代,电气设备
2192,300751.SZ,300751,迈为股份,专用机械
2193,300752.SZ,300752,隆利科技,元器件
2194,300753.SZ,300753,爱朋医疗,医疗保健
2195,300755.SZ,300755,华致酒行,其他商业
2196,300756.SZ,300756,金马游乐,专用机械
2197,300757.SZ,300757,罗博特科,专用机械
2198,300758.SZ,300758,七彩化学,染料涂料
2199,300759.SZ,300759,康龙化成,化学制药
2200,300760.SZ,300760,迈瑞医疗,医疗保健
2201,300761.SZ,300761,立华股份,农业综合
2202,300762.SZ,300762,上海瀚讯,通信设备
2203,300763.SZ,300763,锦浪科技,电气设备
2204,300765.SZ,300765,新诺威,食品
2205,300766.SZ,300766,每日互动,互联网
2206,300767.SZ,300767,震安科技,橡胶
2207,300768.SZ,300768,迪普科技,软件服务
2208,300769.SZ,300769,德方纳米,化工原料
2209,300770.SZ,300770,新媒股份,影视音像
2210,300771.SZ,300771,智莱科技,IT设备
2211,300772.SZ,300772,运达股份,电气设备
2212,300773.SZ,300773,拉卡拉,软件服务
2213,300775.SZ,300775,三角防务,航空
2214,300776.SZ,300776,帝尔激光,专用机械
2215,300777.SZ,300777,中简科技,化纤
2216,300778.SZ,300778,新城市,建筑工程
2217,300779.SZ,300779,惠城环保,环境保护
2218,300780.SZ,300780,德恩精工,机械基件
2219,300781.SZ,300781,因赛集团,广告包装
2220,300782.SZ,300782,卓胜微,元器件
2221,300783.SZ,300783,三只松鼠,食品
2222,300785.SZ,300785,值得买,互联网
2223,300786.SZ,300786,国林科技,环境保护
2224,300787.SZ,300787,海能实业,通信设备
2225,300788.SZ,300788,中信出版,出版业
2226,300789.SZ,300789,唐源电气,软件服务
2227,300790.SZ,300790,宇瞳光学,电器仪表
2228,300791.SZ,300791,仙乐健康,医疗保健
2229,300792.SZ,300792,壹网壹创,互联网
2230,300793.SZ,300793,佳禾智能,IT设备
2231,300795.SZ,300795,*ST米奥,综合类
2232,300796.SZ,300796,贝斯美,化工原料
2233,300797.SZ,300797,钢研纳克,电器仪表
2234,300798.SZ,300798,锦鸡股份,染料涂料
2235,300799.SZ,300799,左江科技,软件服务
2236,300800.SZ,300800,力合科技,环境保护
2237,300801.SZ,300801,泰和科技,化工原料
2238,300802.SZ,300802,矩子科技,IT设备
2239,300803.SZ,300803,指南针,软件服务
2240,300805.SZ,300805,电声股份,广告包装
2241,300806.SZ,300806,斯迪克,塑料
2242,300807.SZ,300807,天迈科技,软件服务
2243,300808.SZ,300808,久量股份,家用电器
2244,300809.SZ,300809,华辰装备,机床制造
2245,300810.SZ,300810,中科海讯,软件服务
2246,300811.SZ,300811,铂科新材,元器件
2247,300812.SZ,300812,易天股份,专用机械
2248,300813.SZ,300813,泰林生物,医疗保健
2249,300815.SZ,300815,玉禾田,环境保护
2250,300816.SZ,300816,艾可蓝,环境保护
2251,300817.SZ,300817,双飞股份,机械基件
2252,300818.SZ,300818,耐普矿机,专用机械
2253,300819.SZ,300819,聚杰微纤,化纤
2254,300820.SZ,300820,英杰电气,电气设备
2255,300821.SZ,300821,东岳硅材,化工原料
2256,300822.SZ,300822,贝仕达克,元器件
2257,300823.SZ,300823,建科机械,专用机械
2258,300824.SZ,300824,北鼎股份,家用电器
2259,300825.SZ,300825,阿尔特,汽车服务
2260,300826.SZ,300826,测绘股份,建筑工程
2261,300827.SZ,300827,上能电气,电气设备
2262,300828.SZ,300828,锐新科技,铝
2263,300829.SZ,300829,金丹科技,食品
2264,300830.SZ,300830,金现代,软件服务
2265,300831.SZ,300831,派瑞股份,元器件
2266,300832.SZ,300832,新产业,医疗保健
2267,300833.SZ,300833,浩洋股份,专用机械
2268,300835.SZ,300835,龙磁科技,元器件
2269,300836.SZ,300836,佰奥智能,专用机械
2270,300837.SZ,300837,浙矿股份,专用机械
2271,300838.SZ,300838,浙江力诺,电器仪表
2272,300839.SZ,300839,博汇股份,石油加工
2273,300840.SZ,300840,酷特智能,服饰
2274,300841.SZ,300841,康华生物,生物制药
2275,300842.SZ,300842,帝科股份,半导体
2276,300843.SZ,300843,胜蓝股份,元器件
2277,300845.SZ,300845,捷安高科,软件服务
2278,300846.SZ,300846,首都在线,软件服务
2279,300847.SZ,300847,中船汉光,化工原料
2280,300848.SZ,300848,美瑞新材,化工原料
2281,300849.SZ,300849,锦盛新材,塑料
2282,300850.SZ,300850,新强联,机械基件
2283,300851.SZ,300851,交大思诺,软件服务
2284,300852.SZ,300852,四会富仕,元器件
2285,300853.SZ,300853,申昊科技,电器仪表
2286,300855.SZ,300855,图南股份,钢加工
2287,300856.SZ,300856,科思股份,化工原料
2288,300857.SZ,300857,协创数据,IT设备
2289,300858.SZ,300858,科拓生物,食品
2290,300859.SZ,300859,*ST西域,旅游服务
2291,300860.SZ,300860,锋尚文化,文教休闲
2292,300861.SZ,300861,美畅股份,矿物制品
2293,300862.SZ,300862,蓝盾光电,电器仪表
2294,300863.SZ,300863,卡倍亿,汽车配件
2295,300864.SZ,300864,南大环境,环境保护
2296,300865.SZ,300865,大宏立,专用机械
2297,300866.SZ,300866,安克创新,元器件
2298,300867.SZ,300867,圣元环保,环境保护
2299,300868.SZ,300868,杰美特,通信设备
2300,300869.SZ,300869,康泰医学,医疗保健
2301,300870.SZ,300870,欧陆通,元器件
2302,300871.SZ,300871,回盛生物,农业综合
2303,300872.SZ,300872,天阳科技,软件服务
2304,300873.SZ,300873,海晨股份,仓储物流
2305,300875.SZ,300875,捷强装备,专用机械
2306,300876.SZ,300876,蒙泰高新,化纤
2307,300877.SZ,300877,金春股份,纺织
2308,300878.SZ,300878,维康药业,中成药
2309,300879.SZ,300879,大叶股份,农用机械
2310,300880.SZ,300880,迦南智能,电器仪表
2311,300881.SZ,300881,盛德鑫泰,钢加工
2312,300882.SZ,300882,万胜智能,电器仪表
2313,300883.SZ,300883,龙利得,造纸
2314,300884.SZ,300884,狄耐克,通信设备
2315,300885.SZ,300885,海昌新材,机械基件
2316,300886.SZ,300886,华业香料,化工原料
2317,300887.SZ,300887,谱尼测试,综合类
2318,300888.SZ,300888,稳健医疗,医疗保健
2319,300889.SZ,300889,爱克股份,电气设备
2320,300890.SZ,300890,翔丰华,矿物制品
2321,300891.SZ,300891,惠云钛业,化工原料
2322,300892.SZ,300892,品渥食品,乳制品
2323,300893.SZ,300893,松原股份,汽车配件
2324,300894.SZ,300894,火星人,家用电器
2325,300895.SZ,300895,铜牛信息,软件服务
2326,300896.SZ,300896,爱美客,医疗保健
2327,300897.SZ,300897,山科智能,电器仪表
2328,300898.SZ,300898,熊猫乳品,乳制品
2329,300899.SZ,300899,上海凯鑫,环境保护
2330,300900.SZ,300900,广联航空,航空
2331,300901.SZ,300901,中胤时尚,服饰
2332,300902.SZ,300902,国安达,专用机械
2333,300903.SZ,300903,科翔股份,元器件
2334,300905.SZ,300905,宝丽迪,塑料
2335,300906.SZ,300906,日月明,专用机械
2336,300907.SZ,300907,康平科技,电气设备
2337,300908.SZ,300908,仲景食品,食品
2338,300909.SZ,300909,汇创达,元器件
2339,300910.SZ,300910,瑞丰新材,化工原料
2340,300911.SZ,300911,亿田智能,家用电器
2341,300912.SZ,300912,凯龙高科,环境保护
2342,300913.SZ,300913,兆龙互连,电气设备
2343,300915.SZ,300915,海融科技,食品
2344,300916.SZ,300916,朗特智能,元器件
2345,300917.SZ,300917,特发服务,房产服务
2346,300918.SZ,300918,南山智尚,纺织
2347,300919.SZ,300919,中伟股份,化工原料
2348,300920.SZ,300920,润阳科技,塑料
2349,300921.SZ,300921,南凌科技,互联网
2350,300922.SZ,300922,天秦装备,专用机械
2351,300923.SZ,300923,研奥股份,运输设备
2352,300925.SZ,300925,法本信息,软件服务
2353,300926.SZ,300926,博俊科技,汽车配件
2354,300927.SZ,300927,江天化学,化工原料
2355,300928.SZ,300928,华安鑫创,汽车配件
2356,300929.SZ,300929,华骐环保,环境保护
2357,300930.SZ,300930,屹通新材,小金属
2358,300931.SZ,300931,通用电梯,运输设备
2359,300932.SZ,300932,三友联众,元器件
2360,300933.SZ,300933,中辰股份,电气设备
2361,300935.SZ,300935,盈建科,软件服务
2362,300936.SZ,300936,中英科技,元器件
2363,300937.SZ,300937,药易购,医药商业
2364,300938.SZ,300938,信测标准,综合类
2365,300939.SZ,300939,秋田微,元器件
2366,300940.SZ,300940,南极光,元器件
2367,300941.SZ,300941,创识科技,软件服务
2368,300942.SZ,300942,易瑞生物,生物制药
2369,300943.SZ,300943,春晖智控,机械基件
2370,300945.SZ,300945,曼卡龙,服饰
2371,300946.SZ,300946,恒而达,机械基件
2372,300947.SZ,300947,德必集团,综合类
2373,300948.SZ,300948,冠中生态,环境保护
2374,300949.SZ,300949,奥雅设计,建筑工程
2375,300950.SZ,300950,德固特,专用机械
2376,300951.SZ,300951,博硕科技,元器件
2377,300952.SZ,300952,恒辉安防,纺织
2378,300953.SZ,300953,震裕科技,机械基件
2379,300955.SZ,300955,嘉亨家化,塑料
2380,300956.SZ,300956,英力股份,IT设备
2381,300957.SZ,300957,贝泰妮,日用化工
2382,300958.SZ,300958,建工修复,环境保护
2383,300959.SZ,300959,线上线下,通信设备
2384,300960.SZ,300960,通业科技,运输设备
2385,300961.SZ,300961,深水海纳,环境保护
2386,300962.SZ,300962,中金辐照,综合类
2387,300963.SZ,300963,中洲特材,小金属
2388,300965.SZ,300965,恒宇信通,元器件
2389,300966.SZ,300966,共同药业,化学制药
2390,300967.SZ,300967,晓鸣股份,农业综合
2391,300968.SZ,300968,格林精密,元器件
2392,300969.SZ,300969,恒帅股份,汽车配件
2393,300970.SZ,300970,华绿生物,种植业
2394,300971.SZ,300971,博亚精工,机械基件
2395,300972.SZ,300972,万辰生物,种植业
2396,300973.SZ,300973,立高食品,食品
2397,300975.SZ,300975,商络电子,元器件
2398,300976.SZ,300976,达瑞电子,元器件
2399,300977.SZ,300977,深圳瑞捷,建筑工程
2400,300978.SZ,300978,东箭科技,汽车配件
2401,300979.SZ,300979,华利集团,服饰
2402,300980.SZ,300980,祥源新材,塑料
2403,300981.SZ,300981,中红医疗,医疗保健
2404,300982.SZ,300982,苏文电能,建筑工程
2405,300983.SZ,300983,尤安设计,建筑工程
2406,300984.SZ,300984,N金沃,机械基件
2407,300985.SZ,300985,致远新能,汽车配件
2408,300986.SZ,300986,志特新材,铝
2409,300987.SZ,300987,川网传媒,互联网
2410,300988.SZ,300988,津荣天宇,机械基件
2411,300989.SZ,300989,蕾奥规划,建筑工程
2412,300990.SZ,300990,同飞股份,专用机械
2413,300991.SZ,300991,创益通,元器件
2414,300992.SZ,300992,泰福泵业,专用机械
2415,300993.SZ,300993,玉马遮阳,化工原料
2416,300995.SZ,300995,奇德新材,塑料
2417,300996.SZ,300996,普联软件,软件服务
2418,300997.SZ,300997,欢乐家,软饮料
2419,300998.SZ,300998,宁波方正,汽车配件
2420,300999.SZ,300999,金龙鱼,食品
2421,301000.SZ,301000,肇民科技,塑料
2422,301001.SZ,301001,凯淳股份,互联网
2423,301002.SZ,301002,崧盛股份,电气设备
2424,301003.SZ,301003,江苏博云,塑料
2425,301005.SZ,301005,超捷股份,汽车配件
2426,301006.SZ,301006,迈拓股份,电器仪表
2427,301007.SZ,301007,C德迈仕,汽车配件
2428,301008.SZ,301008,C宏昌,电气设备
2429,301009.SZ,301009,C可靠,造纸
2430,301010.SZ,301010,N晶雪,其他建材
2431,301011.SZ,301011,C华立,文教休闲
2432,600000.SH,600000,浦发银行,银行
2433,600004.SH,600004,白云机场,机场
2434,600006.SH,600006,东风汽车,汽车整车
2435,600007.SH,600007,中国国贸,园区开发
2436,600008.SH,600008,首创股份,环境保护
2437,600009.SH,600009,上海机场,机场
2438,600010.SH,600010,包钢股份,普钢
2439,600011.SH,600011,华能国际,火力发电
2440,600012.SH,600012,皖通高速,路桥
2441,600015.SH,600015,华夏银行,银行
2442,600016.SH,600016,民生银行,银行
2443,600017.SH,600017,日照港,港口
2444,600018.SH,600018,上港集团,港口
2445,600019.SH,600019,宝钢股份,普钢
2446,600020.SH,600020,中原高速,路桥
2447,600021.SH,600021,上海电力,火力发电
2448,600022.SH,600022,山东钢铁,普钢
2449,600023.SH,600023,浙能电力,火力发电
2450,600025.SH,600025,华能水电,水力发电
2451,600026.SH,600026,中远海能,水运
2452,600027.SH,600027,华电国际,火力发电
2453,600028.SH,600028,中国石化,石油加工
2454,600029.SH,600029,南方航空,空运
2455,600030.SH,600030,中信证券,证券
2456,600031.SH,600031,三一重工,工程机械
2457,600032.SH,600032,浙江新能,新型电力
2458,600033.SH,600033,福建高速,路桥
2459,600035.SH,600035,楚天高速,路桥
2460,600036.SH,600036,招商银行,银行
2461,600037.SH,600037,歌华有线,影视音像
2462,600038.SH,600038,中直股份,航空
2463,600039.SH,600039,四川路桥,建筑工程
2464,600048.SH,600048,保利地产,全国地产
2465,600050.SH,600050,中国联通,电信运营
2466,600051.SH,600051,宁波联合,综合类
2467,600052.SH,600052,浙江广厦,影视音像
2468,600053.SH,600053,九鼎投资,多元金融
2469,600054.SH,600054,黄山旅游,旅游景点
2470,600055.SH,600055,万东医疗,医疗保健
2471,600056.SH,600056,中国医药,医药商业
2472,600057.SH,600057,厦门象屿,仓储物流
2473,600058.SH,600058,五矿发展,商贸代理
2474,600059.SH,600059,古越龙山,红黄酒
2475,600060.SH,600060,海信视像,家用电器
2476,600061.SH,600061,国投资本,证券
2477,600062.SH,600062,华润双鹤,化学制药
2478,600063.SH,600063,皖维高新,化纤
2479,600064.SH,600064,南京高科,园区开发
2480,600066.SH,600066,宇通客车,汽车整车
2481,600067.SH,600067,冠城大通,全国地产
2482,600068.SH,600068,葛洲坝,建筑工程
2483,600070.SH,600070,浙江富润,互联网
2484,600071.SH,600071,凤凰光学,元器件
2485,600072.SH,600072,中船科技,船舶
2486,600073.SH,600073,上海梅林,食品
2487,600075.SH,600075,新疆天业,化工原料
2488,600076.SH,600076,康欣新材,其他建材
2489,600077.SH,600077,宋都股份,全国地产
2490,600078.SH,600078,*ST澄星,化工原料
2491,600079.SH,600079,人福医药,化学制药
2492,600080.SH,600080,金花股份,中成药
2493,600081.SH,600081,东风科技,汽车配件
2494,600082.SH,600082,海泰发展,园区开发
2495,600083.SH,600083,*ST博信,综合类
2496,600084.SH,600084,*ST中葡,红黄酒
2497,600085.SH,600085,同仁堂,中成药
2498,600088.SH,600088,中视传媒,影视音像
2499,600089.SH,600089,特变电工,电气设备
2500,600090.SH,600090,*ST济堂,医药商业
2501,600091.SH,600091,*ST明科,化工原料
2502,600093.SH,600093,易见股份,仓储物流
2503,600094.SH,600094,大名城,区域地产
2504,600095.SH,600095,湘财股份,证券
2505,600096.SH,600096,云天化,农药化肥
2506,600097.SH,600097,开创国际,渔业
2507,600098.SH,600098,广州发展,火力发电
2508,600099.SH,600099,林海股份,摩托车
2509,600100.SH,600100,同方股份,IT设备
2510,600101.SH,600101,明星电力,水力发电
2511,600103.SH,600103,青山纸业,造纸
2512,600104.SH,600104,上汽集团,汽车整车
2513,600105.SH,600105,永鼎股份,通信设备
2514,600106.SH,600106,重庆路桥,路桥
2515,600107.SH,600107,美尔雅,服饰
2516,600108.SH,600108,亚盛集团,农业综合
2517,600109.SH,600109,国金证券,证券
2518,600110.SH,600110,诺德股份,电气设备
2519,600111.SH,600111,北方稀土,小金属
2520,600112.SH,600112,*ST天成,电气设备
2521,600113.SH,600113,浙江东日,区域地产
2522,600114.SH,600114,东睦股份,机械基件
2523,600115.SH,600115,中国东航,空运
2524,600116.SH,600116,三峡水利,水力发电
2525,600117.SH,600117,西宁特钢,特种钢
2526,600118.SH,600118,中国卫星,航空
2527,600119.SH,600119,长江投资,仓储物流
2528,600120.SH,600120,浙江东方,多元金融
2529,600121.SH,600121,郑州煤电,煤炭开采
2530,600122.SH,600122,ST宏图,其他商业
2531,600123.SH,600123,兰花科创,煤炭开采
2532,600125.SH,600125,铁龙物流,铁路
2533,600126.SH,600126,杭钢股份,普钢
2534,600127.SH,600127,金健米业,农业综合
2535,600128.SH,600128,弘业股份,商贸代理
2536,600129.SH,600129,太极集团,中成药
2537,600130.SH,600130,波导股份,通信设备
2538,600131.SH,600131,国网信通,通信设备
2539,600132.SH,600132,重庆啤酒,啤酒
2540,600133.SH,600133,东湖高新,园区开发
2541,600135.SH,600135,乐凯胶片,化工原料
2542,600136.SH,600136,当代文体,影视音像
2543,600137.SH,600137,浪莎股份,服饰
2544,600138.SH,600138,中青旅,旅游服务
2545,600139.SH,600139,ST西源,综合类
2546,600141.SH,600141,兴发集团,化工原料
2547,600143.SH,600143,金发科技,塑料
2548,600145.SH,600145,*ST新亿,陶瓷
2549,600146.SH,600146,*ST环球,服饰
2550,600148.SH,600148,长春一东,汽车配件
2551,600149.SH,600149,廊坊发展,综合类
2552,600150.SH,600150,中国船舶,船舶
2553,600151.SH,600151,航天机电,汽车配件
2554,600152.SH,600152,维科技术,电气设备
2555,600153.SH,600153,建发股份,商贸代理
2556,600155.SH,600155,华创阳安,证券
2557,600156.SH,600156,华升股份,纺织
2558,600157.SH,600157,永泰能源,火力发电
2559,600158.SH,600158,中体产业,文教休闲
2560,600159.SH,600159,大龙地产,区域地产
2561,600160.SH,600160,巨化股份,化工原料
2562,600161.SH,600161,天坛生物,生物制药
2563,600162.SH,600162,香江控股,全国地产
2564,600163.SH,600163,中闽能源,新型电力
2565,600165.SH,600165,新日恒力,化工原料
2566,600166.SH,600166,福田汽车,汽车整车
2567,600167.SH,600167,联美控股,供气供热
2568,600168.SH,600168,武汉控股,水务
2569,600169.SH,600169,太原重工,工程机械
2570,600170.SH,600170,上海建工,建筑工程
2571,600171.SH,600171,上海贝岭,半导体
2572,600172.SH,600172,黄河旋风,矿物制品
2573,600173.SH,600173,卧龙地产,全国地产
2574,600176.SH,600176,中国巨石,玻璃
2575,600177.SH,600177,雅戈尔,服饰
2576,600178.SH,600178,东安动力,汽车配件
2577,600179.SH,600179,安通控股,仓储物流
2578,600180.SH,600180,瑞茂通,仓储物流
2579,600182.SH,600182,SST佳通,汽车配件
2580,600183.SH,600183,生益科技,元器件
2581,600184.SH,600184,光电股份,专用机械
2582,600185.SH,600185,格力地产,区域地产
2583,600186.SH,600186,莲花健康,食品
2584,600187.SH,600187,国中水务,水务
2585,600188.SH,600188,兖州煤业,煤炭开采
2586,600189.SH,600189,泉阳泉,软饮料
2587,600190.SH,600190,锦州港,港口
2588,600191.SH,600191,*ST华资,食品
2589,600192.SH,600192,长城电工,电气设备
2590,600193.SH,600193,ST创兴,装修装饰
2591,600195.SH,600195,中牧股份,饲料
2592,600196.SH,600196,复星医药,化学制药
2593,600197.SH,600197,伊力特,白酒
2594,600198.SH,600198,*ST大唐,通信设备
2595,600199.SH,600199,金种子酒,白酒
2596,600200.SH,600200,江苏吴中,化学制药
2597,600201.SH,600201,生物股份,农业综合
2598,600202.SH,600202,哈空调,电气设备
2599,600203.SH,600203,福日电子,元器件
2600,600206.SH,600206,有研新材,半导体
2601,600207.SH,600207,安彩高科,供气供热
2602,600208.SH,600208,新湖中宝,全国地产
2603,600209.SH,600209,*ST罗顿,装修装饰
2604,600210.SH,600210,紫江企业,广告包装
2605,600211.SH,600211,西藏药业,中成药
2606,600212.SH,600212,江泉实业,综合类
2607,600213.SH,600213,亚星客车,汽车整车
2608,600215.SH,600215,长春经开,园区开发
2609,600216.SH,600216,浙江医药,化学制药
2610,600217.SH,600217,中再资环,环境保护
2611,600218.SH,600218,全柴动力,农用机械
2612,600219.SH,600219,南山铝业,铝
2613,600220.SH,600220,江苏阳光,纺织
2614,600221.SH,600221,*ST海航,空运
2615,600222.SH,600222,太龙药业,中成药
2616,600223.SH,600223,鲁商发展,区域地产
2617,600225.SH,600225,*ST松江,区域地产
2618,600226.SH,600226,ST瀚叶,互联网
2619,600227.SH,600227,圣济堂,化学制药
2620,600228.SH,600228,返利科技,互联网
2621,600229.SH,600229,城市传媒,出版业
2622,600230.SH,600230,沧州大化,农药化肥
2623,600231.SH,600231,凌钢股份,普钢
2624,600232.SH,600232,金鹰股份,纺织
2625,600233.SH,600233,圆通速递,仓储物流
2626,600234.SH,600234,山水文化,综合类
2627,600235.SH,600235,民丰特纸,造纸
2628,600236.SH,600236,桂冠电力,水力发电
2629,600237.SH,600237,铜峰电子,元器件
2630,600238.SH,600238,海南椰岛,红黄酒
2631,600239.SH,600239,*ST云城,区域地产
2632,600241.SH,600241,ST时万,商贸代理
2633,600242.SH,600242,ST中昌,软件服务
2634,600243.SH,600243,青海华鼎,机床制造
2635,600246.SH,600246,万通发展,区域地产
2636,600248.SH,600248,陕西建工,建筑工程
2637,600249.SH,600249,两面针,日用化工
2638,600250.SH,600250,南纺股份,商贸代理
2639,600251.SH,600251,冠农股份,农业综合
2640,600252.SH,600252,中恒集团,中成药
2641,600255.SH,600255,鑫科材料,铜
2642,600256.SH,600256,广汇能源,石油开采
2643,600257.SH,600257,大湖股份,渔业
2644,600258.SH,600258,首旅酒店,酒店餐饮
2645,600259.SH,600259,广晟有色,小金属
2646,600260.SH,600260,凯乐科技,通信设备
2647,600261.SH,600261,阳光照明,家用电器
2648,600262.SH,600262,北方股份,汽车整车
2649,600265.SH,600265,*ST景谷,林业
2650,600266.SH,600266,城建发展,区域地产
2651,600267.SH,600267,海正药业,化学制药
2652,600268.SH,600268,国电南自,电气设备
2653,600269.SH,600269,赣粤高速,路桥
2654,600271.SH,600271,航天信息,IT设备
2655,600272.SH,600272,开开实业,医药商业
2656,600273.SH,600273,嘉化能源,化工原料
2657,600275.SH,600275,*ST昌鱼,农业综合
2658,600276.SH,600276,恒瑞医药,化学制药
2659,600277.SH,600277,亿利洁能,化工原料
2660,600278.SH,600278,东方创业,商贸代理
2661,600279.SH,600279,重庆港九,港口
2662,600280.SH,600280,中央商场,百货
2663,600281.SH,600281,太化股份,综合类
2664,600282.SH,600282,南钢股份,普钢
2665,600283.SH,600283,钱江水利,水务
2666,600284.SH,600284,浦东建设,建筑工程
2667,600285.SH,600285,羚锐制药,中成药
2668,600287.SH,600287,江苏舜天,商贸代理
2669,600288.SH,600288,大恒科技,软件服务
2670,600289.SH,600289,ST信通,软件服务
2671,600290.SH,600290,ST华仪,电气设备
2672,600291.SH,600291,*ST西水,保险
2673,600292.SH,600292,远达环保,环境保护
2674,600293.SH,600293,三峡新材,互联网
2675,600295.SH,600295,鄂尔多斯,小金属
2676,600297.SH,600297,广汇汽车,汽车服务
2677,600298.SH,600298,安琪酵母,食品
2678,600299.SH,600299,安迪苏,化学制药
2679,600300.SH,600300,ST维维,软饮料
2680,600301.SH,600301,*ST南化,商贸代理
2681,600302.SH,600302,标准股份,纺织机械
2682,600303.SH,600303,曙光股份,汽车整车
2683,600305.SH,600305,恒顺醋业,食品
2684,600306.SH,600306,*ST商城,百货
2685,600307.SH,600307,酒钢宏兴,普钢
2686,600308.SH,600308,华泰股份,造纸
2687,600309.SH,600309,万华化学,化工原料
2688,600310.SH,600310,桂东电力,水力发电
2689,600311.SH,600311,ST荣华,黄金
2690,600312.SH,600312,平高电气,电气设备
2691,600313.SH,600313,农发种业,种植业
2692,600315.SH,600315,上海家化,日用化工
2693,600316.SH,600316,洪都航空,航空
2694,600318.SH,600318,新力金融,多元金融
2695,600319.SH,600319,*ST亚星,化工原料
2696,600320.SH,600320,振华重工,工程机械
2697,600321.SH,600321,正源股份,其他建材
2698,600322.SH,600322,天房发展,区域地产
2699,600323.SH,600323,瀚蓝环境,水务
2700,600325.SH,600325,华发股份,区域地产
2701,600326.SH,600326,西藏天路,水泥
2702,600327.SH,600327,大东方,汽车服务
2703,600328.SH,600328,中盐化工,化工原料
2704,600329.SH,600329,中新药业,中成药
2705,600330.SH,600330,天通股份,元器件
2706,600331.SH,600331,宏达股份,铅锌
2707,600332.SH,600332,白云山,中成药
2708,600333.SH,600333,长春燃气,供气供热
2709,600335.SH,600335,国机汽车,汽车配件
2710,600336.SH,600336,澳柯玛,家用电器
2711,600337.SH,600337,美克家居,家居用品
2712,600338.SH,600338,西藏珠峰,铅锌
2713,600339.SH,600339,中油工程,石油加工
2714,600340.SH,600340,华夏幸福,区域地产
2715,600343.SH,600343,航天动力,航空
2716,600345.SH,600345,长江通信,通信设备
2717,600346.SH,600346,恒力石化,化纤
2718,600348.SH,600348,华阳股份,煤炭开采
2719,600350.SH,600350,山东高速,路桥
2720,600351.SH,600351,亚宝药业,中成药
2721,600352.SH,600352,浙江龙盛,染料涂料
2722,600353.SH,600353,旭光电子,元器件
2723,600354.SH,600354,敦煌种业,种植业
2724,600355.SH,600355,精伦电子,元器件
2725,600356.SH,600356,恒丰纸业,造纸
2726,600358.SH,600358,国旅联合,旅游服务
2727,600359.SH,600359,新农开发,农业综合
2728,600360.SH,600360,华微电子,半导体
2729,600361.SH,600361,华联综超,超市连锁
2730,600362.SH,600362,江西铜业,铜
2731,600363.SH,600363,联创光电,元器件
2732,600365.SH,600365,ST通葡,红黄酒
2733,600366.SH,600366,宁波韵升,矿物制品
2734,600367.SH,600367,红星发展,化工原料
2735,600368.SH,600368,五洲交通,路桥
2736,600369.SH,600369,西南证券,证券
2737,600370.SH,600370,三房巷,化工原料
2738,600371.SH,600371,万向德农,种植业
2739,600372.SH,600372,中航电子,航空
2740,600373.SH,600373,中文传媒,出版业
2741,600375.SH,600375,汉马科技,汽车整车
2742,600376.SH,600376,首开股份,区域地产
2743,600377.SH,600377,宁沪高速,路桥
2744,600378.SH,600378,昊华科技,化工原料
2745,600379.SH,600379,宝光股份,电气设备
2746,600380.SH,600380,健康元,化学制药
2747,600381.SH,600381,青海春天,医疗保健
2748,600382.SH,600382,*ST广珠,商贸代理
2749,600383.SH,600383,金地集团,全国地产
2750,600385.SH,600385,*ST金泰,黄金
2751,600386.SH,600386,北巴传媒,汽车服务
2752,600387.SH,600387,ST海越,石油贸易
2753,600388.SH,600388,龙净环保,环境保护
2754,600389.SH,600389,江山股份,农药化肥
2755,600390.SH,600390,五矿资本,多元金融
2756,600391.SH,600391,航发科技,航空
2757,600392.SH,600392,盛和资源,小金属
2758,600393.SH,600393,ST粤泰,全国地产
2759,600395.SH,600395,盘江股份,煤炭开采
2760,600396.SH,600396,金山股份,火力发电
2761,600397.SH,600397,安源煤业,煤炭开采
2762,600398.SH,600398,海澜之家,服饰
2763,600399.SH,600399,抚顺特钢,特种钢
2764,600400.SH,600400,红豆股份,服饰
2765,600403.SH,600403,ST大有,煤炭开采
2766,600405.SH,600405,动力源,电气设备
